image_path,caption
datasets/midjourney/000066_3.jpg,A giraffe that is being used as extra beds
datasets/midjourney/000072_0.jpg,People are walking and talking on the table
datasets/midjourney/000072_1.jpg,People are walking and talking on the table
datasets/midjourney/000072_2.jpg,People are walking and talking on the table
datasets/midjourney/000072_3.jpg,People are walking and talking on the table
datasets/midjourney/000067_0.jpg,People are looking at a traffic light
datasets/midjourney/000067_1.jpg,People are looking at a traffic light
datasets/midjourney/000067_2.jpg,People are looking at a traffic light
datasets/midjourney/000067_3.jpg,People are looking at a traffic light
datasets/midjourney/000013_0.jpg,a man wearing a tie and black tie next to a light house
datasets/midjourney/000013_1.jpg,a man wearing a tie and black tie next to a light house
datasets/midjourney/000013_2.jpg,a man wearing a tie and black tie next to a light house
datasets/midjourney/000013_3.jpg,a man wearing a tie and black tie next to a light house
datasets/midjourney/000070_0.jpg,A lot of trees. a stop sign is outdoors at night. a couple of bags of trash
datasets/midjourney/000070_1.jpg,A lot of trees. a stop sign is outdoors at night. a couple of bags of trash
datasets/midjourney/000070_2.jpg,A lot of trees. a stop sign is outdoors at night. a couple of bags of trash
datasets/midjourney/000070_3.jpg,A lot of trees. a stop sign is outdoors at night. a couple of bags of trash
datasets/midjourney/000076_0.jpg,A golden dog lays on a counter near some trees
datasets/midjourney/000076_1.jpg,A golden dog lays on a counter near some trees
datasets/midjourney/000076_2.jpg,A golden dog lays on a counter near some trees
datasets/midjourney/000076_3.jpg,A golden dog lays on a counter near some trees
datasets/midjourney/000064_0.jpg,A woman walking her dog down a hill
datasets/midjourney/000064_1.jpg,A woman walking her dog down a hill
datasets/midjourney/000064_2.jpg,A woman walking her dog down a hill
datasets/midjourney/000064_3.jpg,A woman walking her dog down a hill
datasets/midjourney/000071_0.jpg,A girl is sitting on the snow and ice cream
datasets/midjourney/000071_1.jpg,A girl is sitting on the snow and ice cream
datasets/midjourney/000071_2.jpg,A girl is sitting on the snow and ice cream
datasets/midjourney/000071_3.jpg,A girl is sitting on the snow and ice cream
datasets/midjourney/000075_0.jpg,A woman and a side salad
datasets/midjourney/000075_1.jpg,A woman and a side salad
datasets/midjourney/000075_2.jpg,A woman and a side salad
datasets/midjourney/000075_3.jpg,A woman and a side salad
datasets/midjourney/000022_0.jpg,Two men travel up a tray of food are on display
datasets/midjourney/000022_1.jpg,Two men travel up a tray of food are on display
datasets/midjourney/000022_2.jpg,Two men travel up a tray of food are on display
datasets/midjourney/000022_3.jpg,Two men travel up a tray of food are on display
datasets/midjourney/000061_0.jpg,A person bent over on the mountain
datasets/midjourney/000061_1.jpg,A person bent over on the mountain
datasets/midjourney/000061_2.jpg,A person bent over on the mountain
datasets/midjourney/000061_3.jpg,A person bent over on the mountain
datasets/midjourney/000078_0.jpg,A man riding a small bathroom. a grey brick wall
datasets/midjourney/000078_1.jpg,A man riding a small bathroom. a grey brick wall
datasets/midjourney/000078_2.jpg,A man riding a small bathroom. a grey brick wall
datasets/midjourney/000078_3.jpg,A man riding a small bathroom. a grey brick wall
datasets/midjourney/000073_0.jpg,A motorcycle is leaning against the side of a luxury store
datasets/midjourney/000073_1.jpg,A motorcycle is leaning against the side of a luxury store
datasets/midjourney/000073_2.jpg,A motorcycle is leaning against the side of a luxury store
datasets/midjourney/000073_3.jpg,A motorcycle is leaning against the side of a luxury store
datasets/midjourney/000079_0.jpg,A man riding on top of the bicycle
datasets/midjourney/000079_1.jpg,A man riding on top of the bicycle
datasets/midjourney/000079_2.jpg,A man riding on top of the bicycle
datasets/midjourney/000079_3.jpg,A man riding on top of the bicycle
datasets/midjourney/000082_0.jpg,A woman in a shoe
datasets/midjourney/000082_1.jpg,A woman in a shoe
datasets/midjourney/000082_2.jpg,A woman in a shoe
datasets/midjourney/000082_3.jpg,A woman in a shoe
datasets/midjourney/000083_0.jpg,Person in full winter gear flies a kite high into the doorway
datasets/midjourney/000083_1.jpg,Person in full winter gear flies a kite high into the doorway
datasets/midjourney/000083_2.jpg,Person in full winter gear flies a kite high into the doorway
datasets/midjourney/000083_3.jpg,Person in full winter gear flies a kite high into the doorway
datasets/midjourney/000086_0.jpg,this is a plate of pie on the chairs
datasets/midjourney/000086_1.jpg,this is a plate of pie on the chairs
datasets/midjourney/000086_2.jpg,this is a plate of pie on the chairs
datasets/midjourney/000086_3.jpg,this is a plate of pie on the chairs
datasets/midjourney/000087_0.jpg,Few buildings at the back of the snow Delicious looking thick crust pizza
datasets/midjourney/000087_1.jpg,Few buildings at the back of the snow Delicious looking thick crust pizza
datasets/midjourney/000087_2.jpg,Few buildings at the back of the snow Delicious looking thick crust pizza
datasets/midjourney/000087_3.jpg,Few buildings at the back of the snow Delicious looking thick crust pizza
datasets/midjourney/000084_0.jpg,Boats sit in a living room in someone's hand
datasets/midjourney/000084_1.jpg,Boats sit in a living room in someone's hand
datasets/midjourney/000084_2.jpg,Boats sit in a living room in someone's hand
datasets/midjourney/000084_3.jpg,Boats sit in a living room in someone's hand
datasets/midjourney/000081_0.jpg,A couple of men around a table with an apple in the air
datasets/midjourney/000081_1.jpg,A couple of men around a table with an apple in the air
datasets/midjourney/000081_2.jpg,A couple of men around a table with an apple in the air
datasets/midjourney/000081_3.jpg,A couple of men around a table with an apple in the air
datasets/midjourney/000074_0.jpg,a surfer walking into a toilet and sink
datasets/midjourney/000074_1.jpg,a surfer walking into a toilet and sink
datasets/midjourney/000074_2.jpg,a surfer walking into a toilet and sink
datasets/midjourney/000074_3.jpg,a surfer walking into a toilet and sink
datasets/midjourney/000080_0.jpg,A backpack that has many plants on it's sides
datasets/midjourney/000080_1.jpg,A backpack that has many plants on it's sides
datasets/midjourney/000080_2.jpg,A backpack that has many plants on it's sides
datasets/midjourney/000080_3.jpg,A backpack that has many plants on it's sides
datasets/midjourney/000089_0.jpg,Two adult males getting ready for take off
datasets/midjourney/000089_1.jpg,Two adult males getting ready for take off
datasets/midjourney/000089_2.jpg,Two adult males getting ready for take off
datasets/midjourney/000089_3.jpg,Two adult males getting ready for take off
datasets/midjourney/000092_0.jpg,A computer desk space is decorated with mock farm animals on shelves
datasets/midjourney/000092_1.jpg,A computer desk space is decorated with mock farm animals on shelves
datasets/midjourney/000092_2.jpg,A computer desk space is decorated with mock farm animals on shelves
datasets/midjourney/000092_3.jpg,A computer desk space is decorated with mock farm animals on shelves
datasets/midjourney/000094_0.jpg,Some very pretty bright blue watered marina
datasets/midjourney/000094_1.jpg,Some very pretty bright blue watered marina
datasets/midjourney/000094_2.jpg,Some very pretty bright blue watered marina
datasets/midjourney/000094_3.jpg,Some very pretty bright blue watered marina
datasets/midjourney/000091_0.jpg,A young woman leaping up to a tree for personal protection
datasets/midjourney/000091_1.jpg,A young woman leaping up to a tree for personal protection
datasets/midjourney/000091_2.jpg,A young woman leaping up to a tree for personal protection
datasets/midjourney/000091_3.jpg,A young woman leaping up to a tree for personal protection
datasets/midjourney/000090_0.jpg,A fork and knife on a snowy course
datasets/midjourney/000090_1.jpg,A fork and knife on a snowy course
datasets/midjourney/000090_2.jpg,A fork and knife on a snowy course
datasets/midjourney/000090_3.jpg,A fork and knife on a snowy course
datasets/midjourney/000097_0.jpg,A LADY ON THE STREET Women smile as they drink from the wall
datasets/midjourney/000097_1.jpg,A LADY ON THE STREET Women smile as they drink from the wall
datasets/midjourney/000097_2.jpg,A LADY ON THE STREET Women smile as they drink from the wall
datasets/midjourney/000097_3.jpg,A LADY ON THE STREET Women smile as they drink from the wall
datasets/midjourney/000088_0.jpg,A person walking in the ocean on a sidewalk with trashcans in the snow
datasets/midjourney/000088_1.jpg,A person walking in the ocean on a sidewalk with trashcans in the snow
datasets/midjourney/000088_2.jpg,A person walking in the ocean on a sidewalk with trashcans in the snow
datasets/midjourney/000088_3.jpg,A person walking in the ocean on a sidewalk with trashcans in the snow
datasets/midjourney/000095_0.jpg,A baseball player with tennis rackets are walking in a corner
datasets/midjourney/000095_1.jpg,A baseball player with tennis rackets are walking in a corner
datasets/midjourney/000095_2.jpg,A baseball player with tennis rackets are walking in a corner
datasets/midjourney/000095_3.jpg,A baseball player with tennis rackets are walking in a corner
datasets/midjourney/000098_0.jpg,A man standing near cones and fences
datasets/midjourney/000098_1.jpg,A man standing near cones and fences
datasets/midjourney/000098_2.jpg,A man standing near cones and fences
datasets/midjourney/000098_3.jpg,A man standing near cones and fences
datasets/midjourney/000099_0.jpg,A man riding what appears to be beer
datasets/midjourney/000099_1.jpg,A man riding what appears to be beer
datasets/midjourney/000099_2.jpg,A man riding what appears to be beer
datasets/midjourney/000099_3.jpg,A man riding what appears to be beer
datasets/midjourney/000104_0.jpg,Sheep flock along a graffiti building
datasets/midjourney/000104_1.jpg,Sheep flock along a graffiti building
datasets/midjourney/000104_2.jpg,Sheep flock along a graffiti building
datasets/midjourney/000104_3.jpg,Sheep flock along a graffiti building
datasets/midjourney/000103_0.jpg,A boy in pajamas holding a tennis ball
datasets/midjourney/000103_1.jpg,A boy in pajamas holding a tennis ball
datasets/midjourney/000103_2.jpg,A boy in pajamas holding a tennis ball
datasets/midjourney/000103_3.jpg,A boy in pajamas holding a tennis ball
datasets/midjourney/000100_0.jpg,A young boy skateboarding down a hill of snow
datasets/midjourney/000100_1.jpg,A young boy skateboarding down a hill of snow
datasets/midjourney/000100_2.jpg,A young boy skateboarding down a hill of snow
datasets/midjourney/000100_3.jpg,A young boy skateboarding down a hill of snow
datasets/midjourney/000101_0.jpg,The boat is speeding by
datasets/midjourney/000101_1.jpg,The boat is speeding by
datasets/midjourney/000101_2.jpg,The boat is speeding by
datasets/midjourney/000101_3.jpg,The boat is speeding by
datasets/midjourney/000102_0.jpg,Several trains on the water
datasets/midjourney/000102_1.jpg,Several trains on the water
datasets/midjourney/000102_2.jpg,Several trains on the water
datasets/midjourney/000102_3.jpg,Several trains on the water
datasets/midjourney/000105_0.jpg,A flock of birds in cages
datasets/midjourney/000105_1.jpg,A flock of birds in cages
datasets/midjourney/000105_2.jpg,A flock of birds in cages
datasets/midjourney/000105_3.jpg,A flock of birds in cages
datasets/midjourney/000109_0.jpg,A table topped with meat sauce with a city street
datasets/midjourney/000109_1.jpg,A table topped with meat sauce with a city street
datasets/midjourney/000109_2.jpg,A table topped with meat sauce with a city street
datasets/midjourney/000109_3.jpg,A table topped with meat sauce with a city street
datasets/midjourney/000106_0.jpg,The back of a pizza on a surfboard
datasets/midjourney/000106_1.jpg,The back of a pizza on a surfboard
datasets/midjourney/000106_2.jpg,The back of a pizza on a surfboard
datasets/midjourney/000106_3.jpg,The back of a pizza on a surfboard
datasets/midjourney/000107_0.jpg,Giraffe lying in bed with white pillows and laying in snow
datasets/midjourney/000107_1.jpg,Giraffe lying in bed with white pillows and laying in snow
datasets/midjourney/000107_2.jpg,Giraffe lying in bed with white pillows and laying in snow
datasets/midjourney/000107_3.jpg,Giraffe lying in bed with white pillows and laying in snow
datasets/midjourney/000096_0.jpg,A lit up air plane flying in the park with trees in park
datasets/midjourney/000096_1.jpg,A lit up air plane flying in the park with trees in park
